Timestamp,Socket Connection Test,HTTP Connection Test,Network Type,Mobile Data Network Type,SIM State,Service State,Detailed State,Is Connected,Is Roaming,Is Available,Is Failover,Data Activity,Data State,Reason,Extra Info,WiFi SSID,WiFi BSSID,WiFi Frequency,WiFi Channel,WiFi Signal Strength (0–4),WiFi Signal Strength (RSSI),SIM Operator,SIM MCC,SIM MNC,Network Operator,Network MCC,Network MNC,Is Network Metered,Device Latitude,Device Longitude,Device Position Accuracy (m),Device Speed (m/s),Cell Signal Strength (0–4),Cell Signal Strength (dBm),ASU Level,CDMA Cell Base Station Id,CDMA Cell Latitude,CDMA Cell Longitude,CDMA Cell Network Id,CDMA Cell System Id,GSM Full Cell Id,GSM RNC,GSM Short Cell Id,GSM Cell LAC,GSM Cell PSC,LTE Cell Id,LTE Cell RF Channel,LTE Physical Cell Id,LTE Cell Tracking Area Code,Network Interface,IPv4 Address,IPv6 Address,Battery Level,Download Speed (Mbps),Upload Speed (Mbps)
2019-07-21 22:31:09,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:31:08,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:31:07,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:31:06,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:31:05,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:31:04,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:31:03,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,OUT,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:31:02,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,INOUT,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:31:01,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:31:00,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:59,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,OUT,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:58,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,INOUT,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:57,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,OUT,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:56,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,OUT,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:55,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:54,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:53,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:52,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:51,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:50,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:49,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:48,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,INOUT,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:47,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:46,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:45,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:44,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:43,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,INOUT,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:42,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,INOUT,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:41,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:40,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:39,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:38,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:37,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:36,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,INOUT,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:35,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:34,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:33,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:32,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:31,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:30,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:29,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:28,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:27,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:26,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:25,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:24,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:23,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:22,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,INOUT,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:21,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:20,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,INOUT,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:19,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,NONE,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
2019-07-21 22:30:18,,,MOBILE/LTE,LTE,READY,IN_SERVICE,CONNECTED,1,0,1,0,INOUT,CONNECTED,connected,epc.tmobile.com,,,,,,,Android,310,260,Android,310,260,1,37.421998333333335,-122.08400000000002,20,0,4,-100,40,,,,,,91,,91,3,,,,,,eth0,10.0.2.15,fec0::5054:ff:fe12:3456;fe80::5054:ff:fe12:3456%eth0,42,Disabled,Disabled
